n_threads: 4
map: tests/7.in
run_time 1.031415
n_generations: 30000
n_threads: 4
map: tests/8.in
run_time 1.055112
n_generations: 30000
n_threads: 4
map: tests/9.in
run_time 1.075349
n_generations: 30000
n_threads: 4
map: tests/10.in
run_time 1.021240
n_generations: 30000
n_threads: 4
map: tests/11.in
run_time 4.076922
n_generations: 30000
n_threads: 4
map: tests/12.in
run_time 33.334173
n_generations: 30000
n_threads: 8
map: tests/1.in
run_time 0.060625
n_generations: 30000
n_threads: 8
map: tests/2.in
run_time 0.056024
n_generations: 30000
n_threads: 8
map: tests/3.in
run_time 0.738787
n_generations: 30000
n_threads: 8
map: tests/4.in
run_time 0.063492
n_generations: 30000
n_threads: 8
map: tests/5.in
run_time 0.062471
n_generations: 30000
n_threads: 8
map: tests/6.in
run_time 0.059235
n_generations: 30000
n_threads: 8
map: tests/7.in
run_time 1.497865
n_generations: 30000
n_threads: 8
map: tests/8.in
run_time 1.451813
n_generations: 30000
n_threads: 8
map: tests/9.in
run_time 1.415045
n_generations: 30000
n_threads: 8
map: tests/10.in
run_time 0.968590
n_generations: 30000
n_threads: 8
map: tests/11.in
run_time 3.834006
n_generations: 30000
n_threads: 8
map: tests/12.in
run_time 43.560315
n_generations: 30000
n_threads: 16
map: tests/1.in
run_time 1.887579
n_generations: 30000
n_threads: 16
map: tests/2.in
run_time 1.827463
n_generations: 30000
n_threads: 16
map: tests/3.in
run_time 2.464292
n_generations: 30000
n_threads: 16
map: tests/4.in
run_time 1.875089
n_generations: 30000
n_threads: 16
map: tests/5.in
run_time 1.822987
n_generations: 30000
n_threads: 16
map: tests/6.in
run_time 1.803104
n_generations: 30000
n_threads: 16
map: tests/7.in
run_time 3.288952
n_generations: 30000
n_threads: 16
map: tests/8.in
run_time 3.319949
n_generations: 30000
n_threads: 16
map: tests/9.in
run_time 3.266257
n_generations: 30000
n_threads: 16
map: tests/10.in
run_time 2.812404
n_generations: 30000
n_threads: 16
map: tests/11.in
run_time 5.901920
n_generations: 30000
n_threads: 16
map: tests/12.in
run_time 38.160724
